timestamp,Season,Repetition,Cultivar,PH,IFP,NLP,NGL,NS,MHG,GY
2023-03-01,2,3,79I81RSF IPRO,68.6,11.0,61.4,2.56,3.4,198.38,4164.057471
2023-03-01,2,3,NEO 790 IPRO,63.6,17.0,87.2,2.47,4.6,190.0,3400.0
2023-03-01,2,3,PAULA IPRO,66.4,9.6,69.6,1.77,3.0,180.83,3566.321839
2023-03-01,2,3,FTR 3179 IPRO,74.4,13.6,48.4,1.95,2.0,142.2,3130.0
2023-03-01,2,3,LAT 1330BT,66.6,12.6,34.4,2.28,1.6,211.24,3086.356322
2023-03-01,2,3,FTR 4280 IPRO,64.4,13.4,47.2,1.75,3.4,186.33,3113.87931
2023-03-01,2,3,ATAQUE I2X,69.6,19.6,77.0,2.67,5.4,161.59,3746.356322
2023-03-01,2,3,SYN2282IPRO,64.2,18.4,70.4,1.78,3.6,204.17,3560.344828
2023-03-01,2,3,82I78RSF IPRO,87.8,24.2,79.6,1.83,4.8,169.62,3267.310345
2023-03-01,2,3,M 8644 IPRO,61.4,9.2,34.0,2.51,2.8,163.72,3207.54023
2023-03-01,2,3,MONSOY M8606I2X,67.2,8.6,102.0,2.05,4.0,153.97,3686.965517
2023-03-01,2,3,NK 8770 IPRO,91.4,18.2,60.2,2.35,3.6,166.68,3150.862069
2023-03-01,2,3,FTR 4288 IPRO,94.8,17.2,64.0,1.84,3.6,135.65,3304.678161
2023-03-01,2,3,FTR 3190 IPRO,58.8,14.8,86.4,2.09,2.2,156.32,3487.931034
2023-04-01,2,4,NEO 760 CE,74.07,14.6,53.13,2.51,2.93,161.52,3192.873563
2023-04-01,2,4,MANU IPRO,74.07,14.6,53.13,2.51,2.93,162.17,3357.701149
2023-04-01,2,4,77HO111I2X - GUAPORÉ,48.0,9.73,27.8,2.02,1.53,180.22,3661.758621
2023-04-01,2,4,NK 7777 IPRO,67.2,10.13,45.33,6.42,1.87,187.95,3712.155172
2023-04-01,2,4,GNS7900 IPRO - AMPLA,79.4,18.4,53.2,1.73,3.07,183.4,3940.0
2023-04-01,2,4,LTT 7901 IPRO,78.07,16.47,53.13,2.81,3.33,171.97,3602.827586
2023-04-01,2,4,BRASMAX BÔNUS IPRO,78.2,13.47,42.87,2.07,1.93,209.8,2640.0
2023-04-01,2,4,97Y97 IPRO,78.07,17.33,45.13,1.94,3.67,176.2,3176.344828
2023-04-01,2,4,BRASMAX OLIMPO IPRO,75.27,14.2,40.33,2.35,2.93,191.75,3451.448276
2023-04-01,2,4,LYNDA IPRO,63.67,14.67,46.27,1.96,3.8,201.86,3207.356322
2023-04-01,2,4,NK 8100 IPRO,74.53,18.07,98.2,1.98,6.73,199.71,3193.948276
2023-04-01,2,4,82HO111 IPRO - HO COXIM IPRO,68.67,13.93,112.33,2.06,4.6,201.31,3886.436782
2023-04-01,2,4,83IX84RSF I2X,81.8,17.47,45.6,1.39,3.47,164.87,3547.08046
2023-04-01,2,4,ADAPTA LTT 8402 IPRO,59.47,10.47,53.0,2.34,2.93,173.3,3083.402299
2023-04-01,2,4,98R30 CE,72.73,14.33,89.47,2.39,3.4,175.96,3349.982759
2023-04-01,2,4,FORTALEZA IPRO,66.07,12.67,52.47,2.12,4.47,132.81,3455.264368
2023-04-01,2,4,MONSOY 8330I2X,60.73,11.53,61.67,2.24,3.87,158.78,3402.413793
2023-04-01,2,4,SUZY IPRO,70.53,14.53,55.33,1.75,3.0,155.77,3572.655172
2023-04-01,2,4,TMG 22X83I2X,62.27,11.0,70.07,1.83,3.47,183.13,3447.172414
2023-04-01,2,4,EXPANDE LTT 8301 IPRO,65.8,14.0,61.07,2.23,3.4,189.46,3451.281609
2023-04-01,2,4,FORTALECE L090183 RR,62.13,15.27,44.47,1.83,1.53,158.04,3641.609195
2023-04-01,2,4,96R29 IPRO,63.47,14.93,46.13,2.38,2.87,157.2,2810.0
2023-04-01,2,4,74K75RSF CE,75.53,14.6,53.6,2.08,3.73,176.96,3789.264368
2023-04-01,2,4,FTR 3868 IPRO,77.27,16.4,38.6,2.34,2.4,157.72,3706.965517
2023-04-01,2,4,GNS7700 IPRO,75.13,16.8,50.8,2.53,2.33,171.37,3266.068966
2023-04-01,2,4,ELISA IPRO,70.8,15.67,43.93,2.58,3.4,177.4,3720.718391
2023-04-01,2,4,79I81RSF IPRO,67.33,9.67,62.0,2.45,2.87,193.0,4120.0
2023-04-01,2,4,NEO 790 IPRO,63.87,14.6,71.07,2.69,4.4,193.04,3437.885057
2023-04-01,2,4,PAULA IPRO,72.53,10.53,77.73,1.75,3.67,185.47,3388.206897
2023-04-01,2,4,FTR 3179 IPRO,74.67,12.87,51.53,1.87,1.93,145.3,3019.551724
2023-04-01,2,4,LAT 1330BT,68.87,14.87,45.0,2.31,2.0,208.97,3069.310345
2023-04-01,2,4,FTR 4280 IPRO,66.27,13.13,57.47,1.89,4.2,177.21,3356.793103
2023-04-01,2,4,ATAQUE I2X,71.27,20.6,70.0,2.27,4.87,166.22,3691.494253
2023-04-01,2,4,SYN2282IPRO,64.6,17.73,69.93,2.03,3.8,204.89,3443.086207
2023-04-01,2,4,82I78RSF IPRO,87.27,20.87,92.93,1.93,4.47,162.59,3534.057471
2023-04-01,2,4,M 8644 IPRO,61.93,10.8,36.4,2.48,3.0,157.93,3304.333333
2023-04-01,2,4,MONSOY M8606I2X,69.47,7.93,97.6,3.05,4.4,154.1,3939.310345
2023-04-01,2,4,NK 8770 IPRO,89.6,16.27,70.93,2.12,3.0,160.81,3037.189655
2023-04-01,2,4,FTR 4288 IPRO,88.33,16.33,75.73,1.84,3.67,135.19,3348.931034
2023-04-01,2,4,FTR 3190 IPRO,62.6,16.33,93.07,2.21,3.2,157.61,3605.310345
